image_path,file_name,split,folder_category,severity_score,target_class,ink_density,center_of_mass_x,center_of_mass_y,bounding_box_ratio,stroke_transitions
Dataset\Gambo\Train\Corrected\1_27497.png,1_27497.png,Train,Corrected,1,1,0.127551,13.9,11.86,1.1176,2.2857
Dataset\Gambo\Train\Corrected\4_3050.png,4_3050.png,Train,Corrected,4,1,0.133929,12.7524,13.8857,1.1875,2.1429
Dataset\Gambo\Train\Corrected\5_3701.png,5_3701.png,Train,Corrected,5,1,0.133929,13.1143,13.0952,1.7273,2.0714
Dataset\Gambo\Train\Corrected\1_23737.png,1_23737.png,Train,Corrected,1,1,0.122449,12.625,11.6771,1.2667,2.9286
Dataset\Gambo\Train\Corrected\1_1687.png,1_1687.png,Train,Corrected,1,1,0.235969,12.6432,15.0216,0.913,3.2857
Dataset\Gambo\Train\Corrected\3_2008.png,3_2008.png,Train,Corrected,3,1,0.080357,12.8889,13.0794,0.5882,1.2143
Dataset\Gambo\Train\Corrected\1_11930.png,1_11930.png,Train,Corrected,1,1,0.095663,10.12,12.9067,1.2857,1.5
Dataset\Gambo\Train\Corrected\2_820.png,2_820.png,Train,Corrected,2,1,0.067602,12.5094,12.1509,1.8,2.2143
Dataset\Gambo\Train\Corrected\1_18692.png,1_18692.png,Train,Corrected,1,1,0.107143,11.5952,10.7143,1.0588,1.7857
Dataset\Gambo\Train\Normal\H-1808.png,H-1808.png,Train,Normal,0,0,0.091837,12.7639,13.8194,1.25,2.7143
Dataset\Gambo\Train\Reversal\6_23077.png,6_23077.png,Train,Reversal,6,1,0.103316,15.5062,14.3704,0.8947,2.2143
Dataset\Gambo\Train\Corrected\1_25963.png,1_25963.png,Train,Corrected,1,1,0.184949,14.0966,12.5448,0.8947,1.9286
Dataset\Gambo\Train\Corrected\1_35499.png,1_35499.png,Train,Corrected,1,1,0.195153,12.9542,13.8889,1.0526,2.6429
Dataset\Gambo\Train\Corrected\1_23155.png,1_23155.png,Train,Corrected,1,1,0.095663,13.2667,11.7867,1.3571,1.7857
Dataset\Gambo\Train\Normal\J-2991.png,J-2991.png,Train,Normal,0,0,0.091837,13.1389,12.5278,0.7,1.2143
Dataset\Gambo\Train\Normal\J-908.png,J-908.png,Train,Normal,0,0,0.174745,11.5985,11.9124,0.9,1.5
Dataset\Gambo\Train\Corrected\1_30100.png,1_30100.png,Train,Corrected,1,1,0.108418,12.7294,13.7294,0.6316,2.6429
Dataset\Gambo\Train\Corrected\1_28975.png,1_28975.png,Train,Corrected,1,1,0.237245,13.0161,13.9892,1.1176,1.6429
Dataset\Gambo\Train\Corrected\6_3773.png,6_3773.png,Train,Corrected,6,1,0.119898,15.0213,14.4681,1.0556,2.1429
Dataset\Gambo\Train\Corrected\1_17103.png,1_17103.png,Train,Corrected,1,1,0.063776,13.56,12.9,0.6316,1.6429
Dataset\Gambo\Train\Corrected\2_2351.png,2_2351.png,Train,Corrected,2,1,0.081633,11.6562,12.8594,1.3571,1.6429
Dataset\Gambo\Train\Reversal\6_1503.png,6_1503.png,Train,Reversal,6,1,0.191327,13.2333,14.0867,1.1176,1.5714
Dataset\Gambo\Train\Corrected\4_5079.png,4_5079.png,Train,Corrected,4,1,0.15051,14.4915,12.1186,0.9444,2.2143
Dataset\Gambo\Train\Corrected\1_26552.png,1_26552.png,Train,Corrected,1,1,0.163265,11.8359,13.8906,1.1111,2.7143
Dataset\Gambo\Train\Normal\B-2201.png,B-2201.png,Train,Normal,0,0,0.17602,12.9493,14.0435,1.4286,2.5714
Dataset\Gambo\Train\Corrected\5_3473.png,5_3473.png,Train,Corrected,5,1,0.177296,13.4676,14.223,1.5833,2.0714
Dataset\Gambo\Train\Normal\B-1528.png,B-1528.png,Train,Normal,0,0,0.137755,12.1296,12.787,1.1111,2.5714
Dataset\Gambo\Train\Reversal\6_12405.png,6_12405.png,Train,Reversal,6,1,0.186224,13.6918,13.4795,1.0526,2.6429
Dataset\Gambo\Train\Normal\F-857.png,F-857.png,Train,Normal,0,0,0.123724,11.1959,10.5979,1.0,1.5
Dataset\Gambo\Train\Corrected\1_1686.png,1_1686.png,Train,Corrected,1,1,0.154337,14.3388,13.7769,1.0,2.4286
Dataset\Gambo\Train\Reversal\6_7786.png,6_7786.png,Train,Reversal,6,1,0.243622,14.8272,13.8691,0.9524,1.5714
Dataset\Gambo\Train\Corrected\1_36134.png,1_36134.png,Train,Corrected,1,1,0.082908,13.9231,14.8308,1.2667,1.5
Dataset\Gambo\Train\Normal\B-2307.png,B-2307.png,Train,Normal,0,0,0.146684,13.1739,13.3043,1.1111,2.5714
Dataset\Gambo\Train\Reversal\6_30336.png,6_30336.png,Train,Reversal,6,1,0.132653,12.6827,13.6635,1.0526,2.5714
Dataset\Gambo\Train\Reversal\6_21544.png,6_21544.png,Train,Reversal,6,1,0.169643,14.3233,12.8647,1.1111,2.6429
Dataset\Gambo\Train\Reversal\6_5109.png,6_5109.png,Train,Reversal,6,1,0.270408,11.3632,13.3302,1.3333,2.0714
Dataset\Gambo\Train\Normal\M-1996.png,M-1996.png,Train,Normal,0,0,0.154337,13.3636,13.2397,1.0,3.0
Dataset\Gambo\Train\Normal\N-763.png,N-763.png,Train,Normal,0,0,0.13648,13.1402,14.7383,1.0,2.5714
Dataset\Gambo\Train\Reversal\6_27392.png,6_27392.png,Train,Reversal,6,1,0.200255,13.879,13.1338,1.1765,2.3571
Dataset\Gambo\Train\Normal\G-1715.png,G-1715.png,Train,Normal,0,0,0.126276,12.3434,14.1313,0.9,1.9286
Dataset\Gambo\Train\Corrected\3_2383.png,3_2383.png,Train,Corrected,3,1,0.104592,11.2561,13.6951,0.8421,2.1429
Dataset\Gambo\Train\Normal\N-536.png,N-536.png,Train,Normal,0,0,0.105867,12.3012,14.0241,0.6,1.3571
Dataset\Gambo\Train\Corrected\1_24172.png,1_24172.png,Train,Corrected,1,1,0.191327,13.9067,12.94,0.8571,3.7857
Dataset\Gambo\Train\Corrected\4_2934.png,4_2934.png,Train,Corrected,4,1,0.119898,13.2979,15.1915,1.5,1.7857
Dataset\Gambo\Train\Corrected\6_4.png,6_4.png,Train,Corrected,6,1,0.137755,12.4815,11.8148,1.3333,2.6429
Dataset\Gambo\Train\Reversal\6_8462.png,6_8462.png,Train,Reversal,6,1,0.191327,14.56,14.34,0.9444,1.9286
Dataset\Gambo\Train\Corrected\6_766.png,6_766.png,Train,Corrected,6,1,0.158163,11.9677,11.6452,1.1176,2.0714
Dataset\Gambo\Train\Normal\J-1192.png,J-1192.png,Train,Normal,0,0,0.096939,12.4474,13.2632,0.9,1.7857
Dataset\Gambo\Train\Reversal\6_19810.png,6_19810.png,Train,Reversal,6,1,0.186224,14.9863,15.637,1.0,1.3571
Dataset\Gambo\Train\Normal\G-1530.png,G-1530.png,Train,Normal,0,0,0.156888,13.065,13.6829,1.0,2.0714
Dataset\Gambo\Train\Corrected\4_2364.png,4_2364.png,Train,Corrected,4,1,0.079082,13.0323,12.871,1.3846,1.2857
Dataset\Gambo\Train\Corrected\3_6115.png,3_6115.png,Train,Corrected,3,1,0.144133,11.8319,13.115,0.8421,1.9286
Dataset\Gambo\Train\Corrected\1_4194.png,1_4194.png,Train,Corrected,1,1,0.116071,11.6813,12.2418,0.9,2.9286
Dataset\Gambo\Train\Corrected\1_25808.png,1_25808.png,Train,Corrected,1,1,0.192602,12.1192,13.4834,1.0556,2.2143
Dataset\Gambo\Train\Reversal\6_22825.png,6_22825.png,Train,Reversal,6,1,0.103316,10.8148,15.0864,1.1111,1.7857
Dataset\Gambo\Train\Normal\E-1126.png,E-1126.png,Train,Normal,0,0,0.188776,10.5946,14.8311,1.0,1.5714
Dataset\Gambo\Train\Corrected\2_2198.png,2_2198.png,Train,Corrected,2,1,0.075255,11.5424,12.8983,0.9444,1.6429
Dataset\Gambo\Train\Corrected\1_32788.png,1_32788.png,Train,Corrected,1,1,0.178571,14.0071,13.8214,1.1176,1.8571
Dataset\Gambo\Train\Normal\G-1075.png,G-1075.png,Train,Normal,0,0,0.158163,13.5403,14.9677,1.1111,2.2857
Dataset\Gambo\Train\Normal\D-807.png,D-807.png,Train,Normal,0,0,0.168367,13.303,12.5985,1.0,2.1429
Dataset\Gambo\Train\Corrected\6_5429.png,6_5429.png,Train,Corrected,6,1,0.248724,12.4103,12.5641,1.0,2.0714
Dataset\Gambo\Train\Reversal\6_15585.png,6_15585.png,Train,Reversal,6,1,0.172194,12.5556,14.0593,1.0,3.3571
Dataset\Gambo\Train\Corrected\5_651.png,5_651.png,Train,Corrected,5,1,0.11352,12.4157,11.8202,1.2667,1.8571
Dataset\Gambo\Train\Normal\D-1026.png,D-1026.png,Train,Normal,0,0,0.100765,14.557,13.7722,0.9,2.3571
Dataset\Gambo\Train\Normal\D-2197.png,D-2197.png,Train,Normal,0,0,0.228316,13.2905,14.1508,1.25,2.0
Dataset\Gambo\Train\Reversal\6_29536.png,6_29536.png,Train,Reversal,6,1,0.103316,15.9259,14.1111,0.6842,1.5
Dataset\Gambo\Train\Corrected\5_107.png,5_107.png,Train,Corrected,5,1,0.149235,11.9658,12.8376,0.8889,1.8571
Dataset\Gambo\Train\Normal\A-1657.png,A-1657.png,Train,Normal,0,0,0.239796,13.484,13.2872,1.0,2.0
Dataset\Gambo\Train\Corrected\2_6347.png,2_6347.png,Train,Corrected,2,1,0.131378,14.4466,12.8835,1.1333,1.6429
Dataset\Gambo\Train\Corrected\5_3705.png,5_3705.png,Train,Corrected,5,1,0.167092,12.1145,13.4046,1.1176,2.5714
Dataset\Gambo\Train\Normal\B-998.png,B-998.png,Train,Normal,0,0,0.168367,13.5985,14.8333,1.6667,2.1429
Dataset\Gambo\Train\Corrected\1_36294.png,1_36294.png,Train,Corrected,1,1,0.121173,12.2211,14.2,1.4615,2.4286
Dataset\Gambo\Train\Normal\E-1981.png,E-1981.png,Train,Normal,0,0,0.16199,12.6772,14.0551,1.4286,1.5
Dataset\Gambo\Train\Normal\J-2460.png,J-2460.png,Train,Normal,0,0,0.053571,13.6429,14.2381,0.8,1.3571
Dataset\Gambo\Train\Reversal\6_7454.png,6_7454.png,Train,Reversal,6,1,0.211735,13.6084,14.4398,0.8095,1.7857
Dataset\Gambo\Train\Reversal\6_21783.png,6_21783.png,Train,Reversal,6,1,0.098214,14.5844,13.0,0.6842,1.7143
Dataset\Gambo\Train\Normal\C-1345.png,C-1345.png,Train,Normal,0,0,0.206633,12.1975,14.6543,0.9,1.7143
Dataset\Gambo\Train\Reversal\6_30623.png,6_30623.png,Train,Reversal,6,1,0.127551,12.96,13.09,1.3333,2.7857
Dataset\Gambo\Train\Corrected\3_4441.png,3_4441.png,Train,Corrected,3,1,0.135204,14.5,13.3396,0.7368,1.5
Dataset\Gambo\Train\Corrected\5_1550.png,5_1550.png,Train,Corrected,5,1,0.302296,12.6118,14.9451,1.05,2.0
Dataset\Gambo\Train\Corrected\3_5140.png,3_5140.png,Train,Corrected,3,1,0.200255,12.5796,12.172,1.0,2.2143
Dataset\Gambo\Train\Reversal\6_6545.png,6_6545.png,Train,Reversal,6,1,0.174745,12.5985,13.5328,1.0526,2.4286
Dataset\Gambo\Train\Corrected\1_3200.png,1_3200.png,Train,Corrected,1,1,0.235969,13.4865,15.2757,1.0,2.1429
Dataset\Gambo\Train\Normal\F-333.png,F-333.png,Train,Normal,0,0,0.160714,11.4683,11.1905,1.0,1.4286
Dataset\Gambo\Train\Corrected\3_880.png,3_880.png,Train,Corrected,3,1,0.080357,12.0476,11.3968,1.2143,2.2143
Dataset\Gambo\Train\Reversal\6_18400.png,6_18400.png,Train,Reversal,6,1,0.114796,11.0444,15.0111,1.1765,1.6429
Dataset\Gambo\Train\Corrected\6_1712.png,6_1712.png,Train,Corrected,6,1,0.211735,11.2831,13.0422,1.0,2.0714
Dataset\Gambo\Train\Corrected\1_38126.png,1_38126.png,Train,Corrected,1,1,0.112245,12.1136,12.3295,1.4615,2.0714
Dataset\Gambo\Train\Normal\D-832.png,D-832.png,Train,Normal,0,0,0.221939,13.1322,13.7414,1.0,2.5714
Dataset\Gambo\Train\Corrected\2_4608.png,2_4608.png,Train,Corrected,2,1,0.163265,12.4531,11.8047,0.9444,2.0714
Dataset\Gambo\Train\Reversal\6_26391.png,6_26391.png,Train,Reversal,6,1,0.119898,13.7234,12.8511,0.95,2.5714
Dataset\Gambo\Train\Corrected\5_4990.png,5_4990.png,Train,Corrected,5,1,0.159439,12.824,12.88,0.9444,2.0714
Dataset\Gambo\Train\Reversal\6_4249.png,6_4249.png,Train,Reversal,6,1,0.102041,14.8,11.75,1.2222,2.0
Dataset\Gambo\Train\Reversal\6_19204.png,6_19204.png,Train,Reversal,6,1,0.16199,12.6299,14.7244,0.9474,2.0714
Dataset\Gambo\Train\Reversal\6_2753.png,6_2753.png,Train,Reversal,6,1,0.155612,15.8607,12.1393,1.0,1.7143
Dataset\Gambo\Train\Corrected\1_38645.png,1_38645.png,Train,Corrected,1,1,0.190051,14.349,13.5973,0.9,1.5
Dataset\Gambo\Train\Corrected\1_35552.png,1_35552.png,Train,Corrected,1,1,0.227041,13.3202,13.6573,1.0556,1.8571
Dataset\Gambo\Train\Corrected\4_4728.png,4_4728.png,Train,Corrected,4,1,0.209184,11.561,12.8659,1.0588,2.0714
Dataset\Gambo\Train\Reversal\6_11628.png,6_11628.png,Train,Reversal,6,1,0.165816,16.4538,14.2615,1.2941,1.8571
Dataset\Gambo\Train\Corrected\2_4011.png,2_4011.png,Train,Corrected,2,1,0.066327,13.6923,15.4231,1.7273,1.9286
Dataset\Gambo\Train\Corrected\4_1022.png,4_1022.png,Train,Corrected,4,1,0.067602,12.4151,12.0755,1.2667,2.2143
Dataset\Gambo\Train\Corrected\3_1608.png,3_1608.png,Train,Corrected,3,1,0.258929,11.8867,13.3695,1.0,3.6429
Dataset\Gambo\Train\Corrected\1_210.png,1_210.png,Train,Corrected,1,1,0.165816,13.3077,13.0,1.4286,2.2143
Dataset\Gambo\Train\Corrected\1_27944.png,1_27944.png,Train,Corrected,1,1,0.146684,12.8174,11.4609,1.3571,2.3571
Dataset\Gambo\Train\Corrected\1_32309.png,1_32309.png,Train,Corrected,1,1,0.207908,12.184,12.9018,1.1176,2.4286
Dataset\Gambo\Train\Corrected\1_29388.png,1_29388.png,Train,Corrected,1,1,0.116071,13.2308,13.978,0.65,1.2857
Dataset\Gambo\Train\Corrected\1_34622.png,1_34622.png,Train,Corrected,1,1,0.133929,14.1619,12.8381,1.1176,2.5
Dataset\Gambo\Train\Reversal\6_6468.png,6_6468.png,Train,Reversal,6,1,0.200255,14.1338,14.9299,1.2941,2.1429
Dataset\Gambo\Train\Corrected\1_19529.png,1_19529.png,Train,Corrected,1,1,0.08801,14.6232,12.7391,1.5,1.9286
Dataset\Gambo\Train\Corrected\1_27728.png,1_27728.png,Train,Corrected,1,1,0.15051,13.6186,12.8729,0.8889,2.2143
Dataset\Gambo\Train\Reversal\6_28696.png,6_28696.png,Train,Reversal,6,1,0.178571,13.7643,13.8429,0.8947,1.3571
Dataset\Gambo\Train\Normal\M-1252.png,M-1252.png,Train,Normal,0,0,0.13648,12.6822,12.1776,0.65,2.2857
Dataset\Gambo\Train\Corrected\1_27069.png,1_27069.png,Train,Corrected,1,1,0.132653,11.9519,12.6827,1.1111,2.6429
Dataset\Gambo\Train\Corrected\1_2451.png,1_2451.png,Train,Corrected,1,1,0.102041,13.575,14.45,1.6667,2.6429
Dataset\Gambo\Train\Corrected\1_36063.png,1_36063.png,Train,Corrected,1,1,0.107143,12.4048,13.25,0.85,2.8571
Dataset\Gambo\Train\Normal\E-1294.png,E-1294.png,Train,Normal,0,0,0.105867,12.759,14.6145,1.25,1.5714
Dataset\Gambo\Train\Normal\D-2280.png,D-2280.png,Train,Normal,0,0,0.118622,13.8387,15.2581,1.6667,2.2143
Dataset\Gambo\Train\Corrected\3_3737.png,3_3737.png,Train,Corrected,3,1,0.155612,12.4098,13.5328,1.0,2.6429
Dataset\Gambo\Train\Corrected\1_4477.png,1_4477.png,Train,Corrected,1,1,0.165816,14.5538,13.7077,0.9,2.7857
Dataset\Gambo\Train\Corrected\1_22115.png,1_22115.png,Train,Corrected,1,1,0.135204,12.1509,12.9434,1.4615,2.6429
Dataset\Gambo\Train\Reversal\6_27266.png,6_27266.png,Train,Reversal,6,1,0.095663,11.8533,12.8933,0.9,2.2857
Dataset\Gambo\Train\Normal\B-574.png,B-574.png,Train,Normal,0,0,0.190051,12.9463,12.5772,1.0,2.2857
Dataset\Gambo\Train\Reversal\6_14526.png,6_14526.png,Train,Reversal,6,1,0.135204,12.7642,13.1226,1.0526,2.5714
Dataset\Gambo\Train\Reversal\6_24196.png,6_24196.png,Train,Reversal,6,1,0.16199,12.8976,14.3858,1.0,2.0714
Dataset\Gambo\Train\Corrected\2_2486.png,2_2486.png,Train,Corrected,2,1,0.13648,11.8879,13.5514,1.2857,2.2143
Dataset\Gambo\Train\Reversal\6_15787.png,6_15787.png,Train,Reversal,6,1,0.123724,14.6082,12.8454,1.0,2.2857
Dataset\Gambo\Train\Corrected\1_10973.png,1_10973.png,Train,Corrected,1,1,0.093112,12.1507,13.589,0.7895,2.2143
Dataset\Gambo\Train\Reversal\6_22625.png,6_22625.png,Train,Reversal,6,1,0.110969,12.092,16.4598,1.0,1.2857
Dataset\Gambo\Train\Corrected\6_3180.png,6_3180.png,Train,Corrected,6,1,0.104592,11.3049,14.2073,0.8333,1.8571
Dataset\Gambo\Train\Normal\B-501.png,B-501.png,Train,Normal,0,0,0.190051,12.5772,13.7517,1.0,2.7143
Dataset\Gambo\Train\Reversal\6_31512.png,6_31512.png,Train,Reversal,6,1,0.205357,12.3292,15.0248,1.1053,2.1429
Dataset\Gambo\Train\Corrected\1_24201.png,1_24201.png,Train,Corrected,1,1,0.146684,11.2609,13.4174,0.75,4.3571
Dataset\Gambo\Train\Normal\E-1587.png,E-1587.png,Train,Normal,0,0,0.140306,11.7091,13.6182,1.0,1.7143
Dataset\Gambo\Train\Corrected\6_4026.png,6_4026.png,Train,Corrected,6,1,0.137755,13.0556,13.6204,1.3571,2.4286
Dataset\Gambo\Train\Normal\E-1253.png,E-1253.png,Train,Normal,0,0,0.112245,11.7273,15.1477,1.25,1.5714
Dataset\Gambo\Train\Corrected\4_4116.png,4_4116.png,Train,Corrected,4,1,0.193878,13.8487,13.9474,1.3571,2.0
Dataset\Gambo\Train\Corrected\1_37811.png,1_37811.png,Train,Corrected,1,1,0.151786,12.4118,11.0,1.2667,1.7857
Dataset\Gambo\Train\Corrected\6_5077.png,6_5077.png,Train,Corrected,6,1,0.123724,14.1753,13.299,1.1875,2.3571
Dataset\Gambo\Train\Corrected\4_3291.png,4_3291.png,Train,Corrected,4,1,0.206633,13.2593,14.216,1.1875,2.0
Dataset\Gambo\Train\Corrected\4_3157.png,4_3157.png,Train,Corrected,4,1,0.159439,11.936,14.104,0.8889,1.8571
Dataset\Gambo\Train\Corrected\5_6434.png,5_6434.png,Train,Corrected,5,1,0.118622,12.9355,12.1935,1.7273,1.7857
Dataset\Gambo\Train\Reversal\6_22673.png,6_22673.png,Train,Reversal,6,1,0.096939,10.3289,16.8684,1.0,1.4286
Dataset\Gambo\Train\Corrected\4_2350.png,4_2350.png,Train,Corrected,4,1,0.045918,12.4444,12.7222,2.1111,1.3571
Dataset\Gambo\Train\Normal\H-843.png,H-843.png,Train,Normal,0,0,0.207908,13.8773,13.8221,1.0,2.2857
Dataset\Gambo\Train\Corrected\3_2038.png,3_2038.png,Train,Corrected,3,1,0.135204,12.3396,13.0377,0.8235,1.8571
Dataset\Gambo\Train\Corrected\1_2362.png,1_2362.png,Train,Corrected,1,1,0.200255,12.4395,12.7197,0.9,2.5
Dataset\Gambo\Train\Reversal\6_29572.png,6_29572.png,Train,Reversal,6,1,0.167092,14.5725,14.4809,1.0,2.0
Dataset\Gambo\Train\Corrected\4_4423.png,4_4423.png,Train,Corrected,4,1,0.144133,12.885,12.4513,1.3077,2.0
Dataset\Gambo\Train\Reversal\6_6681.png,6_6681.png,Train,Reversal,6,1,0.105867,13.0,12.3855,1.2,2.5
Dataset\Gambo\Train\Reversal\6_525.png,6_525.png,Train,Reversal,6,1,0.128827,13.297,14.0693,0.8421,1.5
Dataset\Gambo\Train\Normal\L-872.png,L-872.png,Train,Normal,0,0,0.089286,13.2714,15.4286,1.25,1.5714
Dataset\Gambo\Train\Corrected\1_11120.png,1_11120.png,Train,Corrected,1,1,0.09949,13.7692,13.0641,0.6667,1.8571
Dataset\Gambo\Train\Reversal\6_23417.png,6_23417.png,Train,Reversal,6,1,0.093112,13.5068,14.3562,1.5385,2.2857
Dataset\Gambo\Train\Reversal\6_22732.png,6_22732.png,Train,Reversal,6,1,0.192602,10.8344,16.8344,1.0526,1.7857
Dataset\Gambo\Train\Corrected\2_6340.png,2_6340.png,Train,Corrected,2,1,0.158163,13.7742,13.25,0.9444,2.2143
Dataset\Gambo\Train\Corrected\3_1913.png,3_1913.png,Train,Corrected,3,1,0.125,14.0918,13.1327,0.7222,2.0
Dataset\Gambo\Train\Corrected\1_15796.png,1_15796.png,Train,Corrected,1,1,0.102041,15.3,13.7,0.8421,2.4286
Dataset\Gambo\Train\Reversal\6_23749.png,6_23749.png,Train,Reversal,6,1,0.121173,13.2,13.6947,0.7895,1.9286
Dataset\Gambo\Train\Corrected\1_19287.png,1_19287.png,Train,Corrected,1,1,0.258929,13.0837,12.3547,1.0556,2.2143
Dataset\Gambo\Train\Corrected\3_1857.png,3_1857.png,Train,Corrected,3,1,0.070153,15.3455,11.7091,0.6111,1.4286
Dataset\Gambo\Train\Normal\C-985.png,C-985.png,Train,Normal,0,0,0.167092,10.8931,14.2595,1.1111,1.7857
Dataset\Gambo\Train\Corrected\1_38160.png,1_38160.png,Train,Corrected,1,1,0.104592,12.6951,12.0122,0.9,2.3571
Dataset\Gambo\Train\Normal\L-2005.png,L-2005.png,Train,Normal,0,0,0.139031,10.5321,16.3761,1.0,1.5
Dataset\Gambo\Train\Reversal\6_21338.png,6_21338.png,Train,Reversal,6,1,0.119898,15.4787,14.4255,1.125,2.0
Dataset\Gambo\Train\Normal\H-2002.png,H-2002.png,Train,Normal,0,0,0.118622,13.6882,14.2581,1.3333,2.3571
Dataset\Gambo\Train\Reversal\6_20019.png,6_20019.png,Train,Reversal,6,1,0.149235,15.2222,15.3504,0.8421,1.2857
Dataset\Gambo\Train\Corrected\5_4490.png,5_4490.png,Train,Corrected,5,1,0.158163,13.7258,13.0081,1.0,2.2857
Dataset\Gambo\Train\Corrected\1_33756.png,1_33756.png,Train,Corrected,1,1,0.193878,13.1053,13.5921,0.8947,2.1429
Dataset\Gambo\Train\Corrected\3_5806.png,3_5806.png,Train,Corrected,3,1,0.160714,13.0873,11.3492,1.0556,2.3571
Dataset\Gambo\Train\Reversal\6_8211.png,6_8211.png,Train,Reversal,6,1,0.110969,17.4943,17.046,1.0,2.0
Dataset\Gambo\Train\Normal\F-224.png,F-224.png,Train,Normal,0,0,0.147959,12.431,11.1034,1.25,1.5714
Dataset\Gambo\Train\Reversal\6_1147.png,6_1147.png,Train,Reversal,6,1,0.119898,12.8723,13.2872,0.9474,1.7143
Dataset\Gambo\Train\Corrected\2_2651.png,2_2651.png,Train,Corrected,2,1,0.09949,12.6538,13.4487,0.7895,1.9286
Dataset\Gambo\Train\Reversal\6_30186.png,6_30186.png,Train,Reversal,6,1,0.192602,12.4967,12.8808,0.95,2.0
Dataset\Gambo\Train\Corrected\3_2258.png,3_2258.png,Train,Corrected,3,1,0.082908,12.6308,13.3385,1.6364,1.2857
Dataset\Gambo\Train\Normal\A-1452.png,A-1452.png,Train,Normal,0,0,0.126276,14.0505,12.9495,0.9,1.8571
Dataset\Gambo\Train\Normal\M-1704.png,M-1704.png,Train,Normal,0,0,0.151786,13.395,12.4202,1.0,4.5714
Dataset\Gambo\Train\Corrected\2_1476.png,2_1476.png,Train,Corrected,2,1,0.159439,12.776,14.392,0.8571,2.6429
Dataset\Gambo\Train\Corrected\1_35857.png,1_35857.png,Train,Corrected,1,1,0.186224,12.5616,13.8562,1.1176,2.2857
Dataset\Gambo\Train\Reversal\6_16130.png,6_16130.png,Train,Reversal,6,1,0.077806,14.1311,12.0492,1.7273,2.1429
Dataset\Gambo\Train\Corrected\1_21315.png,1_21315.png,Train,Corrected,1,1,0.160714,14.0635,13.2857,0.9444,2.2857
Dataset\Gambo\Train\Corrected\2_3236.png,2_3236.png,Train,Corrected,2,1,0.209184,12.2744,13.811,1.0588,1.5
Dataset\Gambo\Train\Reversal\6_5779.png,6_5779.png,Train,Reversal,6,1,0.151786,11.7311,15.3109,1.1053,2.0714
Dataset\Gambo\Train\Reversal\6_12993.png,6_12993.png,Train,Reversal,6,1,0.257653,15.6337,13.1634,1.0952,2.1429
Dataset\Gambo\Train\Reversal\6_16772.png,6_16772.png,Train,Reversal,6,1,0.167092,14.0992,10.8779,1.2667,1.7143
Dataset\Gambo\Train\Corrected\2_6310.png,2_6310.png,Train,Corrected,2,1,0.156888,10.9919,12.7236,1.0,1.7857
Dataset\Gambo\Train\Reversal\6_4604.png,6_4604.png,Train,Reversal,6,1,0.147959,11.8966,12.3621,1.1579,2.2143
Dataset\Gambo\Train\Corrected\3_1991.png,3_1991.png,Train,Corrected,3,1,0.0625,13.8776,12.7143,0.3889,1.0
Dataset\Gambo\Train\Normal\J-918.png,J-918.png,Train,Normal,0,0,0.158163,13.9113,11.8468,1.0,1.7857
Dataset\Gambo\Train\Corrected\4_1232.png,4_1232.png,Train,Corrected,4,1,0.114796,12.3222,11.9778,1.6364,1.8571
Dataset\Gambo\Train\Corrected\1_25862.png,1_25862.png,Train,Corrected,1,1,0.155612,13.2377,13.1967,1.25,2.3571
Dataset\Gambo\Train\Corrected\6_1267.png,6_1267.png,Train,Corrected,6,1,0.061224,13.4583,12.0417,1.3571,2.4286
Dataset\Gambo\Train\Corrected\1_35974.png,1_35974.png,Train,Corrected,1,1,0.165816,13.9154,14.4385,0.95,2.4286
Dataset\Gambo\Train\Reversal\6_1418.png,6_1418.png,Train,Reversal,6,1,0.121173,11.7789,14.8947,1.4615,1.7143
Dataset\Gambo\Train\Corrected\1_22828.png,1_22828.png,Train,Corrected,1,1,0.119898,12.766,14.0,1.2857,2.4286
Dataset\Gambo\Train\Reversal\6_1754.png,6_1754.png,Train,Reversal,6,1,0.21301,13.1737,13.6946,1.0,2.0
Dataset\Gambo\Train\Corrected\5_5049.png,5_5049.png,Train,Corrected,5,1,0.173469,13.5368,13.2868,1.25,2.5714
Dataset\Gambo\Train\Reversal\6_24081.png,6_24081.png,Train,Reversal,6,1,0.107143,14.7381,14.4167,1.1765,2.1429
Dataset\Gambo\Train\Corrected\6_877.png,6_877.png,Train,Corrected,6,1,0.15051,12.2119,12.339,1.0,2.0714
Dataset\Gambo\Train\Normal\N-996.png,N-996.png,Train,Normal,0,0,0.172194,12.6148,14.3111,0.9474,2.5714
Dataset\Gambo\Train\Corrected\5_4689.png,5_4689.png,Train,Corrected,5,1,0.177296,14.3597,13.3309,0.8947,1.9286
Dataset\Gambo\Train\Corrected\1_32205.png,1_32205.png,Train,Corrected,1,1,0.133929,10.6,12.6952,0.85,2.5714
Dataset\Gambo\Train\Corrected\5_2212.png,5_2212.png,Train,Corrected,5,1,0.137755,13.5093,14.8426,1.0526,2.5714
Dataset\Gambo\Train\Reversal\6_29851.png,6_29851.png,Train,Reversal,6,1,0.154337,14.6942,14.2479,1.0,2.5714
Dataset\Gambo\Train\Corrected\1_20620.png,1_20620.png,Train,Corrected,1,1,0.145408,12.2456,13.2456,0.9375,1.8571
Dataset\Gambo\Train\Normal\C-911.png,C-911.png,Train,Normal,0,0,0.164541,11.9302,14.3721,0.9,1.5714
